pclass,sex_male,sex_female,age,sibsp,parch,fare,embarked_C,embarked_S,embarked_Q,embarked_
0.851508104843324,0.7365139714823333,-0.7365139714823332,-1.3195606495556436,0.4902971790716286,-0.43900023297863744,-0.41887848679733924,1.9219208891903485,-1.5030423189732833,-0.3178208630818641,-0.04519846147055687
-0.33503941057045594,0.7365139714823333,-0.7365139714823332,0.29374806242905915,0.4902971790716286,-0.43900023297863744,-0.14670937976467338,-0.5203127795865062,0.6653172617808211,-0.3178208630818641,-0.04519846147055687
0.851508104843324,-1.3577474952543882,1.3577474952543882,-2.1445480590932755,1.46001801106612,0.7280979473792035,-0.2710382298952524,1.9219208891903485,-1.5030423189732833,-0.3178208630818641,-0.04519846147055687
0.851508104843324,0.7365139714823333,-0.7365139714823332,-0.3038567431228715,-0.47942365292286265,-0.43900023297863744,-0.49287607066327044,1.9219208891903485,-1.5030423189732833,-0.3178208630818641,-0.04519846147055687
0.851508104843324,-1.3577474952543882,1.3577474952543882,-1.8328861488235035,3.3994596750551027,1.8951961277370446,-0.04735436840574402,-0.5203127795865062,0.6653172617808211,-0.3178208630818641,-0.04519846147055687
-1.5215869259842358,-1.3577474952543882,1.3577474952543882,1.760392346051516,0.4902971790716286,0.7280979473792035,0.883416287240521,-0.5203127795865062,0.6653172617808211,-0.3178208630818641,-0.04519846147055687
0.851508104843324,0.7365139714823333,-0.7365139714823332,1.137068525511972,-0.47942365292286265,-0.43900023297863744,-0.4929535260781581,1.9219208891903485,-1.5030423189732833,-0.3178208630818641,-0.04519846147055687
0.851508104843324,0.7365139714823333,-0.7365139714823332,-0.4491872228402148,0.4902971790716286,0.7280979473792035,-0.35878968243338577,-0.5203127795865062,0.6653172617808211,-0.3178208630818641,-0.04519846147055687
0.851508104843324,0.7365139714823333,-0.7365139714823332,-0.8795673644689064,-0.47942365292286265,-0.43900023297863744,-0.4832715992171952,-0.5203127795865062,0.6653172617808211,-0.3178208630818641,-0.04519846147055687
0.851508104843324,0.7365139714823333,-0.7365139714823332,0.9537379900591648,-0.47942365292286265,-0.43900023297863744,-0.4777390695823592,-0.5203127795865062,0.6653172617808211,-0.3178208630818641,-0.04519846147055687
-1.5215869259842358,-1.3577474952543882,1.3577474952543882,1.320399060964779,0.4902971790716286,0.7280979473792035,0.8343925421462395,1.9219208891903485,-1.5030423189732833,-0.3178208630818641,-0.04519846147055687
0.851508104843324,-1.3577474952543882,1.3577474952543882,0.5137447049724277,-0.47942365292286265,-0.43900023297863744,-0.4493848552038249,-0.5203127795865062,0.6653172617808211,-0.3178208630818641,-0.04519846147055687
0.851508104843324,0.7365139714823333,-0.7365139714823332,0.01745931306818796,-0.47942365292286265,-0.43900023297863744,-0.4832715992171952,-0.5203127795865062,-1.5030423189732833,3.1464265445104544,-0.04519846147055687
-0.33503941057045594,-1.3577474952543882,1.3577474952543882,-1.3195606495556436,-0.47942365292286265,-0.43900023297863744,-0.3357374756215692,-0.5203127795865062,0.6653172617808211,-0.3178208630818641,-0.04519846147055687
-0.33503941057045594,-1.3577474952543882,1.3577474952543882,-0.8795673644689064,-0.47942365292286265,0.7280979473792035,-0.20203467611303313,-0.5203127795865062,0.6653172617808211,-0.3178208630818641,-0.04519846147055687
-1.5215869259842358,0.7365139714823333,-0.7365139714823332,-0.586238507744415,-0.47942365292286265,-0.43900023297863744,1.8751222242848693,1.9219208891903485,-1.5030423189732833,-0.3178208630818641,-0.04519846147055687
-1.5215869259842358,0.7365139714823333,-0.7365139714823332,1.1737346326025333,-0.47942365292286265,-0.43900023297863744,0.7613945019676686,1.9219208891903485,-1.5030423189732833,-0.3178208630818641,-0.04519846147055687
0.851508104843324,0.7365139714823333,-0.7365139714823332,-2.138439485651988,-0.47942365292286265,0.7280979473792035,-0.45376477449806996,-0.5203127795865062,0.6653172617808211,-0.3178208630818641,-0.04519846147055687
0.851508104843324,0.7365139714823333,-0.7365139714823332,-0.5129062935632922,-0.47942365292286265,-0.43900023297863744,-0.49618083503181243,-0.5203127795865062,0.6653172617808211,-0.3178208630818641,-0.04519846147055687
0.851508104843324,0.7365139714823333,-0.7365139714823332,0.01745931306818796,-0.47942365292286265,-0.43900023297863744,-0.4832715992171952,-0.5203127795865062,-1.5030423189732833,3.1464265445104544,-0.04519846147055687
0.851508104843324,0.7365139714823333,-0.7365139714823332,-0.07291300847655506,-0.47942365292286265,-0.43900023297863744,-0.450998509680652,-0.5203127795865062,0.6653172617808211,-0.3178208630818641,-0.04519846147055687
0.851508104843324,0.7365139714823333,-0.7365139714823332,-0.30349645227435845,-0.47942365292286265,-0.43900023297863744,-0.4805827898146649,1.9219208891903485,-1.5030423189732833,-0.3178208630818641,-0.04519846147055687
